id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0782","development","business","email_communication","sales","communication_drafting","v1","Fix the grammar and tighten this note without changing its meaning: “We seen a lower response rate this month and need everyone to make sure the CRM is updated.”","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0783","development","business","meetings_collaboration","operations","meeting_synthesis","new","Two teams give incompatible accounts of the same steering-committee decision. Reconstruct the most defensible version, identify what each side omits, and specify what must be confirmed before work continues.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0784","test","business","it_security_admin","it_security","systems_security","new","Design a least-privilege access model for a security engineer across GitHub, and state how it would be tested.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0785","test","business","market_competitive_research","research_insights","research_analysis","new","Assess the competitive landscape for expense-management service in the US Midwest, separating sourced facts from inference and naming the evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0786","development","business","business_strategy","executive_strategy","strategy_planning","v1","Compare three proposed growth initiatives using strategic fit, expected impact, effort, evidence strength, and reversibility.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0787","test","business","business_strategy","executive_strategy","strategy_planning","new","Reconcile two business units that report inventory turns differently and both claim the higher figure. Determine the defensible number and the control that prevents recurrence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0788","test","business","software_engineering","engineering","software_delivery","new","Design a zero-downtime migration of the billing service to a sharded setup without losing ordering guarantees.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0789","test","business","data_spreadsheets","finance","data_analysis","v1","Build a causal analysis plan for a revenue decline using transaction, pricing, marketing, and support data. Address confounding, missingness, seasonality, and what cannot be inferred observationally.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0790","test","business","business_strategy","executive_strategy","strategy_planning","v1","Develop three strategic options for entering North America, with required capabilities, leading indicators, reversibility, and explicit kill criteria.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0791","development","business","it_security_admin","it_security","systems_security","new","Investigate a suspected supply-chain compromise spanning CI, package registries, cloud identities, and production workloads. Build competing hypotheses, an evidence-preserving containment plan, and explicit recovery gates.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0792","test","business","product_design","product","product_definition","new","Synthesize 60 support calls into jobs, pains, and opportunity areas, preserving contradictory segments rather than forcing one persona.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0793","test","business","classification_extraction","operations","classification_extraction","v1","Resolve entities and relationships across multilingual corporate filings, subsidiaries, former names, and joint ventures, producing an auditable ownership graph with uncertainty.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0794","test","business","sales_customer_support","customer_support","customer_revenue_work","v1","Develop an enterprise account strategy from two years of calls, tickets, product usage, org changes, and contract history. Model stakeholder incentives and identify the most credible expansion path and failure modes.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0795","development","business","product_design","product","product_definition","v1","Synthesize 18 user interviews into jobs, pains, workarounds, and opportunity areas. Preserve contradictory segments rather than forcing one persona.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0796","test","business","marketing_content","marketing","content_creation","new","Reposition a mature warehouse analytics product whose category is commoditizing, using win/loss research and competitor claims, and identify the claims we cannot support.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0797","test","business","product_design","product","product_definition","new","Create a 30-question discovery guide for a security engineer evaluating learning-management platform.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
